Simulacion,cantidad_individuos,p_mutacion,cantidad_maxima_generaciones,tiempo_maximo,p_optimizacion_deterministica,probabilidad_saltar_periodo,peso_seleccion_paso,peso_seleccion_demanda,peso_mover_periodo,peso_cambiar_task,intentos_mutacion,probabilidad_reducir,probabilidad_completo,Generacion 0,Generacion 1,Generacion 2,Generacion 3,Generacion 4,Generacion 5,Generacion 6,Generacion 7,Generacion 8,Generacion 9,Generacion 10,Valor_Incumbente,Hubo_Mejora,Porc_Mejora_Aptitud
1918,10,0.05,10,3600,1.0,0.05,4,2,1,1,2,0.66,0.66,965.9787382226001,960.7595728138,958.5774473449999,979.784917921,988.5762134508001,989.7266488202,988.0209127838,981.1213915231999,988.2984893236,984.3410809466001,974.6856081532,956.892871874,False,0.00901352129822286
1919,10,0.05,10,3600,0.0,0.05,4,2,1,1,10,0.66,0.66,963.3482937276,965.2738982064,970.5817214428,970.7249171376,976.6325570483999,973.6279190856,979.2642961117999,988.2308840718,984.7287247954,985.2920792216,984.3606049832,954.479907876,False,0.021811749076021663
1920,10,0.05,10,3600,1.0,0.05,4,2,1,1,10,0.66,0.66,974.8384379704,976.418088114,981.051546333,985.932014748,991.4945587138,995.2935062376,989.4325495628,987.3948653214,983.1612111886,987.7490239658,982.9477822242001,973.091616838,False,0.008318654597456758
1921,10,0.05,10,3600,0.0,0.05,4,4,1,1,1,0.33,0.33,967.9833013539999,967.1730706632001,975.8553821836,977.7749705644001,988.2631016053999,983.4952538992,982.8369817828,980.8084361880001,980.1129847932,977.5658241098001,966.7894478124001,940.744142344,True,-0.0012333410503361176
1922,10,0.05,10,3600,1.0,0.05,4,4,1,1,1,0.33,0.33,965.888061409,957.9468304899999,967.5700617048,984.4119125382,986.1554402941999,999.9762230576,1004.1612827942001,989.9946706506,985.4808004388,976.5094237996,979.2605337258001,966.12251589,False,0.013844743351825735
1923,10,0.05,10,3600,0.0,0.05,4,4,1,1,2,0.33,0.33,961.0656039136,964.1365354254,970.2847409098,972.4235974351999,971.0940375083999,965.3719063231999,983.0170204628,979.0745611103999,974.0302239230001,974.3063237407999,976.4725109054,943.609895506,False,0.016031066900179195
1924,10,0.05,10,3600,1.0,0.05,4,4,1,1,2,0.33,0.33,965.888061409,960.4251324294,963.1398667801999,973.6906721142001,973.2757645046,993.1158453276,981.0589977488,984.5251615699999,1001.6174074066,1001.0183683106,1012.2926343007999,978.083901478,False,0.0480434273347439
1925,10,0.05,10,3600,0.0,0.05,4,4,1,1,10,0.33,0.33,965.888061409,966.3710254948,967.6687647790001,976.2058956572,973.0947758496001,982.6178956494001,975.1498842540001,998.2025184943999,982.6063027766,974.7869654292001,967.8938439035999,945.369450996,False,0.0020766200295238425
1926,10,0.05,10,3600,1.0,0.05,4,4,1,1,10,0.33,0.33,967.9833013539999,971.5135321222,974.6240148262001,981.8209162178,981.2342094744001,997.2860117398001,998.9840126940001,1001.6659655420001,1000.6755442382,1003.0070355536,989.9294433282,945.076194704,False,0.022672025378435996
1927,10,0.05,10,3600,0.0,0.05,4,4,1,1,1,0.33,0.66,965.888061409,958.1109199774,961.8230864928,961.4637804546,967.4979238587999,992.9680901465999,992.8410262436,976.2932750404001,975.7192678188,980.5448217400001,984.419058653,968.306918136,False,0.01918545014105226
1928,10,0.05,10,3600,1.0,0.05,4,4,1,1,1,0.33,0.66,957.7166273554,963.0450178706,982.4786282994,987.59941546,978.2328032534,980.4725368254,981.9806083216001,983.4100858114,980.9529368824,982.261687652,968.739939372,949.819170378,False,0.011509993354756037
1929,10,0.05,10,3600,0.0,0.05,4,4,1,1,2,0.33,0.66,957.7166273554,958.6503670148,964.3352161693999,975.135476176,984.957098459,977.9685730302001,979.3082734514,977.7002503097999,970.8005441116,974.267766962,976.5207164214,950.758472024,False,0.019634293202076825
1930,10,0.05,10,3600,1.0,0.05,4,4,1,1,2,0.33,0.66,965.888061409,960.4251324294,963.1398667801999,973.6906721142001,973.2757645046,993.1158453276,981.0589977488,984.5251615699999,1001.6174074066,1001.0183683106,1012.2926343007999,978.083901478,False,0.0480434273347439
1931,10,0.05,10,3600,0.0,0.05,4,4,1,1,10,0.33,0.66,967.9833013539999,971.6712483818001,977.859008494,975.2041348974001,969.1321677226,978.3966248854,984.7388276129999,985.4541657871999,989.159970764,990.6034625544,980.8024226293999,946.99081007,False,0.01324312233224355
1932,10,0.05,10,3600,1.0,0.05,4,4,1,1,10,0.33,0.66,961.0656039136,969.3748466486,973.200673209,977.7080557065999,984.7073455960001,980.9223891482001,980.9791821224001,976.2086540504,977.033241782,976.5707225384,974.4484465398,944.970367084,False,0.013925004257464993
1933,10,0.05,10,3600,0.0,0.05,4,4,1,1,1,0.66,0.33,970.3373429984,971.7074429848001,975.6860630358,995.8997781434,987.3385025976,991.8148482876001,997.5215954292,987.766633215,993.9818678080001,990.6799177815999,989.9412141534,985.752688012,False,0.020203150271866126
1934,10,0.05,10,3600,1.0,0.05,4,4,1,1,1,0.66,0.33,965.888061409,957.9468304899999,967.5700617048,984.4119125382,986.1554402941999,999.9762230576,1004.1612827942001,989.9946706506,985.4808004388,976.5094237996,979.2605337258001,966.12251589,False,0.013844743351825735
1935,10,0.05,10,3600,0.0,0.05,4,4,1,1,2,0.66,0.33,965.888061409,960.5241355384,962.4906000278,967.1987583294,978.05189519,985.9067610978,994.3602047994,988.8132116291999,1007.9533117456,998.2103668226,999.2556796952,970.2717971659999,False,0.03454605105846802
1936,10,0.05,10,3600,1.0,0.05,4,4,1,1,2,0.66,0.33,961.0656039136,963.887864377,968.1345927206,968.2346849031999,954.3604914332,972.1354598629999,979.7643596190001,991.3658505492,984.7835720456,989.2328768228001,985.8242597640001,969.99730484,False,0.02576167095105607
1937,10,0.05,10,3600,0.0,0.05,4,4,1,1,10,0.66,0.33,980.0482749253999,977.8143066492,978.246379855,975.1691194146,976.1063511084,974.6123237449999,980.5868659448,985.6454542152,990.0025831942,991.6128383810001,985.2062665296,962.366584042,False,0.005262997483050236
1938,10,0.05,10,3600,1.0,0.05,4,4,1,1,10,0.66,0.33,965.888061409,966.3068473261999,966.1689919764,982.7441881962001,996.1920097206,991.0643655714,991.2536608066,1007.4066788368,995.0413014530001,997.1826211887999,990.7535478702,970.677476718,False,0.025743652349245538
1939,10,0.05,10,3600,0.0,0.05,4,4,1,1,1,0.66,0.66,957.7166273554,963.1418905442,981.4973697511999,981.2295680778,990.0720746663999,991.9380950717999,997.6784320569999,983.3033363846,992.1084193662,980.1324015637999,975.9357935465999,959.0080146939999,False,0.019023545870253546
1940,10,0.05,10,3600,1.0,0.05,4,4,1,1,1,0.66,0.66,965.888061409,957.9468304899999,967.5700617048,984.4119125382,986.1554402941999,999.9762230576,1004.1612827942001,989.9946706506,985.4808004388,976.5094237996,979.2605337258001,966.12251589,False,0.013844743351825735
1941,10,0.05,10,3600,0.0,0.05,4,4,1,1,2,0.66,0.66,967.9833013539999,966.503893924,980.8142154912,984.0623513974,985.72370271,989.4706995774001,992.1614754305999,983.728308436,987.8289942555999,987.0760729773999,978.6669663762001,961.767387346,False,0.011037034427408068
1942,10,0.05,10,3600,1.0,0.05,4,4,1,1,2,0.66,0.66,970.3373429984,975.182577983,988.3796829328,988.5648815724,985.6551777246001,979.1713920244001,979.6040244422,984.6688325483999,987.7447719449999,976.177716472,972.7320415068,967.978450048,False,0.002467903070699333
1943,10,0.05,10,3600,0.0,0.05,4,4,1,1,10,0.66,0.66,965.888061409,966.3710254948,967.6687647790001,976.2058956572,973.0947758496001,982.6178956494001,975.1498842540001,998.2025184943999,982.6063027766,974.7869654292001,967.8938439035999,945.369450996,False,0.0020766200295238425
1944,10,0.05,10,3600,1.0,0.05,4,4,1,1,10,0.66,0.66,967.9833013539999,971.5135321222,974.6240148262001,981.8209162178,981.2342094744001,997.2860117398001,998.9840126940001,1001.6659655420001,1000.6755442382,1003.0070355536,989.9294433282,945.076194704,False,0.022672025378435996
1945,10,0.05,10,3600,0.0,0.33,1,1,1,1,1,0.33,0.33,1013.2578816990001,1007.7563995098001,1005.2081837502001,1006.0635963238001,1004.4360655897999,1008.3320786222,1003.606561328,1000.2268921024,999.814231443,1009.8983042476,1000.1860670458,986.081307726,True,-0.012900777669038915
1946,10,0.05,10,3600,1.0,0.33,1,1,1,1,1,0.33,0.33,1032.5540211684,1025.4270707396,1016.2642357468,1017.6865873114,1027.6296759886,1026.1617073215998,1013.4051266186001,1012.5222059746,1018.2780741324001,1009.1925770866001,1005.7017931345999,973.066765658,True,-0.026005639882565164
1947,10,0.05,10,3600,0.0,0.33,1,1,1,1,2,0.33,0.33,1032.5540211684,1021.4548385730001,1020.15804814,1017.865542017,1015.7735545566,1012.9480817555999,1016.6136012524,1016.6815218775998,1013.1512548786001,1011.555889695,1007.3483945465999,989.353717492,True,-0.0244109519744819
1948,10,0.05,10,3600,1.0,0.33,1,1,1,1,2,0.33,0.33,1032.1593850566,1031.8720974829998,1032.5233303708,1034.0651253058,1037.132189396,1033.0086691994,1025.1903639654,1025.4447829346,1023.0145007974,1020.0232929883999,1018.5576409312,1003.798830828,True,-0.01317794937712471
1949,10,0.05,10,3600,0.0,0.33,1,1,1,1,10,0.33,0.33,1013.2578816990001,1006.5101702972,1005.2090145394001,1012.6621498402001,1007.9900993476,1013.3071566844001,1013.4726780764,1007.2217805758,1011.7077499736,1012.313001189,1015.176059204,1005.633519124,False,0.0018930792838083444
1950,10,0.05,10,3600,1.0,0.33,1,1,1,1,10,0.33,0.33,1026.1833795054001,1020.5174640768,1021.4496342646,1015.143422938,1021.6837951608001,1021.6356031112,1020.5628718114,1019.3366129707999,1018.1504459169998,1025.4473629948002,1021.9752835922,1000.882431566,True,-0.004100725072382664
1951,10,0.05,10,3600,0.0,0.33,1,1,1,1,1,0.33,0.66,1042.874198449,1036.787007723,1031.7078793116,1026.680243498,1037.0646828154,1041.311778495,1029.707514323,1021.5249823923999,1022.2184605196001,1014.5216097692,1000.9162123786,970.617123004,True,-0.04023302727481554
1952,10,0.05,10,3600,1.0,0.33,1,1,1,1,1,0.33,0.66,1032.5540211684,1025.4270707396,1016.2642357468,1017.6865873114,1027.6296759886,1026.1617073215998,1013.4051266186001,1012.5222059746,1018.2780741324001,1009.1925770866001,1005.7017931345999,973.066765658,True,-0.026005639882565164
1953,10,0.05,10,3600,0.0,0.33,1,1,1,1,2,0.33,0.66,1032.5540211684,1021.4548385730001,1020.15804814,1017.865542017,1015.7735545566,1012.9480817555999,1016.6136012524,1016.6815218775998,1013.1512548786001,1011.555889695,1007.3483945465999,989.353717492,True,-0.0244109519744819
1954,10,0.05,10,3600,1.0,0.33,1,1,1,1,2,0.33,0.66,1026.1833795054001,1022.2059454322,1020.2039681603999,1022.8837918556001,1014.9846051820001,1015.8858890285999,1006.7627241713999,1006.4256127276,1015.7462634817999,1022.9367540382,1025.6995022782,997.587570522,True,-0.0004715309533012526
1955,10,0.05,10,3600,0.0,0.33,1,1,1,1,10,0.33,0.66,1032.5540211684,1029.5605063696,1022.4718033112,1018.9391876146001,1012.3645693123999,1015.6273635734,1011.4756041963999,1004.1999449561999,1011.1098637296,1004.2948945415999,1000.5752163922,984.891606328,True,-0.03097058761149745
1956,10,0.05,10,3600,1.0,0.33,1,1,1,1,10,0.33,0.66,1013.2578816990001,1006.730197218,1007.8127101004,1016.0722379348001,1015.9812866626,1019.8477435164001,1019.8658677482001,1016.1579746740001,1008.3047708974,1004.8168833288,1008.6185364894,979.294633988,True,-0.004578642114109231
1957,10,0.05,10,3600,0.0,0.33,1,1,1,1,1,0.66,0.33,1032.5540211684,1025.2352961840002,1017.7256712756,1017.9909031948,1019.2973388488001,1014.4612412964,1020.5117009972,1016.0021810047999,1015.7139028682001,1017.9958747991999,1004.4893760827999,988.981899772,True,-0.02717983225114272
1958,10,0.05,10,3600,1.0,0.33,1,1,1,1,1,0.66,0.33,1032.5540211684,1025.4270707396,1016.2642357468,1017.6865873114,1027.6296759886,1026.1617073215998,1013.4051266186001,1012.5222059746,1018.2780741324001,1009.1925770866001,1005.7017931345999,973.066765658,True,-0.026005639882565164
1959,10,0.05,10,3600,0.0,0.33,1,1,1,1,2,0.66,0.33,1013.2578816990001,1009.1627838984001,1010.8581567900001,1017.0266110154,1019.4669626834,1007.8600511496,1017.335628885,1015.1034623461999,1011.8407148964001,1001.9602338252,998.1478708804,989.462260528,True,-0.014912305239870548
1960,10,0.05,10,3600,1.0,0.33,1,1,1,1,2,0.66,0.33,1042.874198449,1034.6609316660001,1031.3723642882,1032.451553699,1010.9580524716,1014.9354990196,1003.6034987654,1007.4379894038,1006.1203481885999,1006.8632639909999,1011.0906408868001,1000.764762894,True,-0.030476885524130873
1961,10,0.05,10,3600,0.0,0.33,1,1,1,1,10,0.66,0.33,1018.4094985336,1005.960792052,1005.8535351119999,1006.2235565282001,1001.4231686618001,1004.8713209158001,997.5548492621999,998.0189673032,991.5349722958001,992.3506505234,1000.1406293460001,984.929972798,True,-0.017938628040984575
1962,10,0.05,10,3600,1.0,0.33,1,1,1,1,10,0.66,0.33,1042.874198449,1035.085540169,1028.8100939698002,1024.129742047,1037.8416047364,1030.4516114940002,1025.4735199044,1021.3073521186001,1017.6700013148,1009.8837247452,1002.5282668222001,952.184685,True,-0.03868724692470468
1963,10,0.05,10,3600,0.0,0.33,1,1,1,1,1,0.66,0.66,1032.5540211684,1025.2352961840002,1017.7256712756,1017.9909031948,1019.2973388488001,1014.4612412964,1020.5117009972,1016.0021810047999,1015.7139028682001,1017.9958747991999,1004.4893760827999,988.981899772,True,-0.02717983225114272
1964,10,0.05,10,3600,1.0,0.33,1,1,1,1,1,0.66,0.66,1032.5540211684,1025.4270707396,1016.2642357468,1017.6865873114,1027.6296759886,1026.1617073215998,1013.4051266186001,1012.5222059746,1018.2780741324001,1009.1925770866001,1005.7017931345999,973.066765658,True,-0.026005639882565164
1965,10,0.05,10,3600,0.0,0.33,1,1,1,1,2,0.66,0.66,1032.1593850566,1031.8143197566,1027.9335693876,1027.0453752138,1026.7484577385999,1022.7387491495999,1020.8670274716,1017.7407797620001,1014.9370535513999,1014.0395418556,1014.4065465718,1006.708894274,True,-0.01719970650058712
1966,10,0.05,10,3600,1.0,0.33,1,1,1,1,2,0.66,0.66,1032.5540211684,1021.4108679282001,1018.2108748102,1011.4284397866,1007.6612112982,1007.7587328843999,1001.0944532074,1006.6024916344,998.4854873744,998.7194825114,1002.5874577751999,983.381692098,True,-0.02902178750830966
1967,10,0.05,10,3600,0.0,0.33,1,1,1,1,10,0.66,0.66,1032.5540211684,1029.5605063696,1022.4718033112,1018.9391876146001,1012.3645693123999,1015.6273635734,1011.4756041963999,1004.1999449561999,1011.1098637296,1004.2948945415999,1000.5752163922,984.891606328,True,-0.03097058761149745
1968,10,0.05,10,3600,1.0,0.33,1,1,1,1,10,0.66,0.66,1026.1833795054001,1020.5174640768,1021.4496342646,1015.143422938,1021.6837951608001,1021.6356031112,1020.5628718114,1019.3366129707999,1018.1504459169998,1025.4473629948002,1021.9752835922,1000.882431566,True,-0.004100725072382664
1969,10,0.05,10,3600,0.0,0.33,1,2,1,1,1,0.33,0.33,1016.693242866,1023.8232623248001,1020.6874491873999,1014.939872302,1020.0545421566,1028.6261710968,1029.5071121045999,1025.7967660568,1022.3914476161999,1028.4495135638,1022.4038586180001,978.381145426,False,0.005616852272866673
1970,10,0.05,10,3600,1.0,0.33,1,2,1,1,1,0.33,0.33,1019.400304862,1019.2530357408001,1012.1453533844,1011.9679575713999,1021.4409382198,1017.74364881,1024.1621315092,1020.6877935037999,1012.1404034252,1002.3565060499999,1000.0867441998,977.55118282,True,-0.018946002438967793
1971,10,0.05,10,3600,0.0,0.33,1,2,1,1,2,0.33,0.33,1021.6127830392,1017.8674096518,1021.2487068394,1012.462340898,1012.7084356834,1018.9389151867999,1025.1390884436,1022.2361648876,1019.6748330501999,1008.9534463063999,1012.6056796234,983.051375616,True,-0.008816553165089438
1972,10,0.05,10,3600,1.0,0.33,1,2,1,1,2,0.33,0.33,1024.5135040421999,1021.554366883,1011.6302478964001,1007.4223355122,1014.8406015516,1012.546086922,1013.6435253661999,1026.148472178,1024.0722623118,1012.8125426959999,1013.4149347059999,1000.228356068,True,-0.010833014198847291
1973,10,0.05,10,3600,0.0,0.33,1,2,1,1,10,0.33,0.33,1016.693242866,1020.9058560576001,1015.5539649966,1026.854541848,1022.4718556966,1021.6492093520001,1024.9459835586,1027.5112031138,1020.5380882296,1034.848501667,1017.0362228326,989.785907384,False,0.0003373485257294663
1974,10,0.05,10,3600,1.0,0.33,1,2,1,1,10,0.33,0.33,1024.5135040421999,1015.662135919,1012.3701701258,1022.4886923174001,1018.5784112972,1020.5412934550001,1015.0276642874,1012.9250351832001,1002.7878775622,1001.2264269778,1000.0146718394001,991.576005086,True,-0.023912649375669618
1975,10,0.05,10,3600,0.0,0.33,1,2,1,1,1,0.33,0.66,1024.5135040421999,1016.9159148644,1011.2223382082,1010.0744752362,1012.9159894460001,1006.7776875838001,1012.7560987916,1013.3817163502001,1024.5230310006,1019.5992812356001,1024.9163868456,1001.94664606,False,0.00039324303858428615
1976,10,0.05,10,3600,1.0,0.33,1,2,1,1,1,0.33,0.66,1020.7505382687999,1018.4383645219999,1015.2567301444,1012.7511711785999,1009.7511460195999,1007.626839829,1004.7630289952,1007.495040743,997.8770243138,997.5290237342,988.7674756918001,950.73059414,True,-0.03133288827968029
1977,10,0.05,10,3600,0.0,0.33,1,2,1,1,2,0.33,0.66,1024.5135040421999,1021.4547488976001,1012.4963456454,1006.0214589179999,1002.7496225084,1001.3111645033999,995.3947972093999,990.8592791364001,991.410811797,987.8821690858,987.6867609533999,974.316522036,True,-0.03594559070573564
1978,10,0.05,10,3600,1.0,0.33,1,2,1,1,2,0.33,0.66,1031.6361339024002,1025.6444027142002,1023.4731681507999,1021.2833851296,1021.3034936976001,1021.7682684027999,1028.7638353066,1026.1327915738,1032.9275333526,1021.0953370674,1017.1760435734001,988.281431536,True,-0.01401665747621836
1979,10,0.05,10,3600,0.0,0.33,1,2,1,1,10,0.33,0.66,1016.693242866,1020.9058560576001,1015.5539649966,1026.854541848,1022.4718556966,1021.6492093520001,1024.9459835586,1027.5112031138,1020.5380882296,1034.848501667,1017.0362228326,989.785907384,False,0.0003373485257294663
1980,10,0.05,10,3600,1.0,0.33,1,2,1,1,10,0.33,0.66,1031.6361339024002,1026.216979558,1027.2682776637998,1022.3975788058,1027.5695067146,1032.4571886656,1020.2200676912,1035.2098372579999,1024.6009436708,1013.2630948086,1023.150657541,1004.711589084,True,-0.00822526090599591
1981,10,0.05,10,3600,0.0,0.33,1,2,1,1,1,0.66,0.33,1021.6127830392,1015.0162625024001,1013.9458219157999,1019.9473815342001,1028.3857379588,1024.8265654995998,1021.0227312753999,1019.4009893646,1018.7410183044,1014.8109314502001,1015.493214408,1008.001372466,True,-0.005990105774709428
1982,10,0.05,10,3600,1.0,0.33,1,2,1,1,1,0.66,0.33,1024.5135040421999,1017.1461416477999,1011.3845376428001,1014.5741124857999,1020.6035574968,1017.8597913997999,1015.4171808478001,1013.9964573198,1006.303325522,1008.7609658969999,1010.790943636,1002.358511112,True,-0.01339422111280897
1983,10,0.05,10,3600,0.0,0.33,1,2,1,1,2,0.66,0.33,1024.5135040421999,1021.4547488976001,1012.4963456454,1006.0214589179999,1002.7496225084,1001.3111645033999,995.3947972093999,990.8592791364001,991.410811797,987.8821690858,987.6867609533999,974.316522036,True,-0.03594559070573564
1984,10,0.05,10,3600,1.0,0.33,1,2,1,1,2,0.66,0.33,1016.693242866,1013.3589231563999,1020.5220300569999,1022.0352270584001,1027.3362656674,1035.2667704746,1035.1668209888,1035.2730363318,1022.8888746831999,1016.6762823416,1020.1881933840001,1009.782259274,False,0.003437566387426796
1985,10,0.05,10,3600,0.0,0.33,1,2,1,1,10,0.66,0.33,1024.5135040421999,1015.6039089230001,1012.6194924926,1013.3132087038,1010.3101431938,1003.7545806058,1001.5784421962001,1002.9454344121999,998.6195345911999,1003.7389725831999,1004.3907605652,987.589710306,True,-0.01964126719423993
1986,10,0.05,10,3600,1.0,0.33,1,2,1,1,10,0.66,0.33,1021.6127830392,1019.5453230749999,1020.4854665748001,1018.8728197050001,1020.3270452838,1030.4713840066001,1042.2835990278,1036.3898953324,1030.7225055658,1029.3474568944,1026.6384205968,1001.98365943,False,0.004919317417553368
1987,10,0.05,10,3600,0.0,0.33,1,2,1,1,1,0.66,0.66,1024.5135040421999,1016.9159148644,1011.2223382082,1010.0744752362,1012.9159894460001,1006.7776875838001,1012.7560987916,1013.3817163502001,1024.5230310006,1019.5992812356001,1024.9163868456,1001.94664606,False,0.00039324303858428615
1988,10,0.05,10,3600,1.0,0.33,1,2,1,1,1,0.66,0.66,1019.400304862,1019.2530357408001,1012.1453533844,1011.9679575713999,1021.4409382198,1017.74364881,1024.1621315092,1020.6877935037999,1012.1404034252,1002.3565060499999,1000.0867441998,977.55118282,True,-0.018946002438967793
1989,10,0.05,10,3600,0.0,0.33,1,2,1,1,2,0.66,0.66,1016.693242866,1013.5333433153999,1023.1773795144,1023.2956357536001,1027.3667636258,1029.5419713248,1022.5661463492,1023.2419992933999,1023.3417489284,1014.190758755,1008.7393343400001,992.123236526,True,-0.007823312077474064
1990,10,0.05,10,3600,1.0,0.33,1,2,1,1,2,0.66,0.66,1024.5135040421999,1021.554366883,1011.6302478964001,1007.4223355122,1014.8406015516,1012.546086922,1013.6435253661999,1026.148472178,1024.0722623118,1012.8125426959999,1013.4149347059999,1000.228356068,True,-0.010833014198847291
1991,10,0.05,10,3600,0.0,0.33,1,2,1,1,10,0.66,0.66,1021.6127830392,1019.2781717332,1020.896850333,1014.7165645488,1020.0317149266,1021.349497442,1014.3324710576001,1011.3399311556001,1005.378327348,1007.1165852482,1003.4562963284,988.52918882,True,-0.017772376199900602
1992,10,0.05,10,3600,1.0,0.33,1,2,1,1,10,0.66,0.66,1024.5135040421999,1015.662135919,1012.3701701258,1022.4886923174001,1018.5784112972,1020.5412934550001,1015.0276642874,1012.9250351832001,1002.7878775622,1001.2264269778,1000.0146718394001,991.576005086,True,-0.023912649375669618
1993,10,0.05,10,3600,0.0,0.33,1,4,1,1,1,0.33,0.33,1013.1718527494,1001.939533881,1009.147512192,1020.1676316846,1018.7110532048,1014.8024717898,1012.6965055502,1017.5764167479999,1012.5027945372,1014.0302400594001,1005.8764628982001,989.863325286,True,-0.0072005453284186465
1994,10,0.05,10,3600,1.0,0.33,1,4,1,1,1,0.33,0.33,1023.6712128269999,1020.0283534374,1019.5992614184,1027.5644836166,1027.6421800415999,1028.2893347544,1025.9439451337998,1021.1099540938,1015.216133052,1017.9418501364,1010.5371363758001,1001.842365066,True,-0.01283036612402957
1995,10,0.05,10,3600,0.0,0.33,1,4,1,1,2,0.33,0.33,1023.6712128269999,1019.4400906424,1013.91514591,1012.9805666423999,1015.4052095683999,1012.3939444833999,1011.0210457174,1015.6053569562,1016.7990150382,1019.6389798626,1015.80559651,1002.097830014,True,-0.007683733036975773
1996,10,0.05,10,3600,1.0,0.33,1,4,1,1,2,0.33,0.33,1024.0074643701998,1024.9254198646,1023.7310768792,1034.2666368164,1026.224857843,1025.8737423234002,1016.6378524202,1016.548428429,1018.4593175192,1016.3427168476001,1005.294887916,992.07854726,True,-0.0182738672375877
1997,10,0.05,10,3600,0.0,0.33,1,4,1,1,10,0.33,0.33,1023.6712128269999,1020.1730139576,1022.2629999431999,1025.5731155518001,1025.7884254792,1021.5379442501999,1021.1980691704,1014.977379059,1019.993671379,1014.1462033238,1006.090206081,986.629838218,True,-0.017174466299045014
1998,10,0.05,10,3600,1.0,0.33,1,4,1,1,10,0.33,0.33,1024.0074643701998,1015.416065638,1010.145212002,1009.9335594504,1009.304442075,998.0802558344,1002.15612369,990.9331426516001,998.5807508152,997.787632411,997.945341905,979.477565724,True,-0.025451105946018654
1999,10,0.05,10,3600,0.0,0.33,1,4,1,1,1,0.33,0.66,1024.425426532,1010.095156402,1016.7587546216,1030.3689671207999,1018.2681306318,1014.5469931628,1019.4006489642,1014.8658717193999,1019.7441855668,1009.4261238466,1006.0677345247999,992.533746572,True,-0.017919988641190498
2000,10,0.05,10,3600,1.0,0.33,1,4,1,1,1,0.33,0.66,1023.6712128269999,1020.0283534374,1019.5992614184,1027.5644836166,1027.6421800415999,1028.2893347544,1025.9439451337998,1021.1099540938,1015.216133052,1017.9418501364,1010.5371363758001,1001.842365066,True,-0.01283036612402957
2001,10,0.05,10,3600,0.0,0.33,1,4,1,1,2,0.33,0.66,1024.425426532,1019.126551,1014.8467140614,1013.3761026392,1022.5767330905999,1023.3493714074,1026.4745192312,1027.385109585,1020.4501624762,1027.5903291826,1018.1125630936,993.1446067859999,True,-0.0061623455206213495
2002,10,0.05,10,3600,1.0,0.33,1,4,1,1,2,0.33,0.66,1021.8300464224,1022.5444179980001,1025.2307715984,1026.1229921096,1030.2446664404001,1022.048546452,1014.7306385588001,1009.1503349974,1004.2055845000001,997.3639445598001,998.0295222428,992.038117886,True,-0.02329205748346276
2003,10,0.05,10,3600,0.0,0.33,1,4,1,1,10,0.33,0.66,1021.8300464224,1018.4623089332001,1012.4472078925999,1016.6366336272,1028.1209610006001,1021.5585030088001,1027.3729242207999,1023.5492564098,1018.9325561531999,1010.2208992858001,997.1765154694,981.947823088,True,-0.024126840896209853
2004,10,0.05,10,3600,1.0,0.33,1,4,1,1,10,0.33,0.66,1013.1718527494,1008.5367535237999,1003.5645513162001,1006.8430337510001,1010.203099471,1012.2883690966,1025.6931142802,1019.0774955631999,1018.2014002676,1008.4469806482,1009.4545177010001,1002.423120572,True,-0.0036690074228891935
2005,10,0.05,10,3600,0.0,0.33,1,4,1,1,1,0.66,0.33,1023.6712128269999,1020.0314086726,1019.4226378156,1016.9748500826001,1015.9326189112,1020.3638980412,1014.6319796040001,1019.5005959476,1011.5646303809999,1009.4000237564,1011.8770417966,998.041876748,True,-0.011521444466362147
2006,10,0.05,10,3600,1.0,0.33,1,4,1,1,1,0.66,0.33,1027.815737225,1009.9749063854,1001.8655763464,1012.2917305671999,1006.7478593235999,1014.158591776,1020.9636217232,1023.3164572354001,1016.2278732394,1002.4240944474001,1002.2815571238,990.475294208,True,-0.02484314958062403
2007,10,0.05,10,3600,0.0,0.33,1,4,1,1,2,0.66,0.33,1023.6712128269999,1019.4400906424,1013.91514591,1012.9805666423999,1015.4052095683999,1012.3939444833999,1011.0210457174,1015.6053569562,1016.7990150382,1019.6389798626,1015.80559651,1002.097830014,True,-0.007683733036975773
2008,10,0.05,10,3600,1.0,0.33,1,4,1,1,2,0.66,0.33,1023.6712128269999,1019.4103671498,1013.7295847022,1010.4015513606,1013.92690255,1008.5386112762001,1015.2286123914,1013.5554371800001,1011.8662563186001,1016.7495703774,1014.9094415236001,1004.328866968,True,-0.008559165475800583
2009,10,0.05,10,3600,0.0,0.33,1,4,1,1,10,0.66,0.33,1024.425426532,1013.0172912874001,1013.5690240301999,1011.2815726132,1017.8356876326,1015.817742037,1020.3442273009999,1002.4232857000001,1008.6717746112001,1004.7835480144,990.3219340672,972.413261242,True,-0.03329036119325058
2010,10,0.05,10,3600,1.0,0.33,1,4,1,1,10,0.66,0.33,1023.6712128269999,1020.1043241973999,1022.8644509644,1017.439991197,1018.0128961152001,1010.6632377438,1009.3321452224,1012.0955048449999,1012.4285541302,1007.3567262252,1001.3324455328,988.87850248,True,-0.021822209137354283
2011,10,0.05,10,3600,0.0,0.33,1,4,1,1,1,0.66,0.66,1023.6712128269999,1020.0314086726,1019.4226378156,1016.9748500826001,1015.9326189112,1020.3638980412,1014.6319796040001,1019.5005959476,1011.5646303809999,1009.4000237564,1011.8770417966,998.041876748,True,-0.011521444466362147
