Simulacion,cantidad_individuos,p_mutacion,cantidad_maxima_generaciones,tiempo_maximo,p_optimizacion_deterministica,probabilidad_saltar_periodo,peso_seleccion_paso,peso_seleccion_demanda,peso_mover_periodo,peso_cambiar_task,intentos_mutacion,probabilidad_reducir,probabilidad_completo,Generacion 0,Generacion 1,Generacion 2,Generacion 3,Generacion 4,Generacion 5,Generacion 6,Generacion 7,Generacion 8,Generacion 9,Generacion 10,Valor_Incumbente,Hubo_Mejora,Porc_Mejora_Aptitud
445,10,0.01,10,3600,0.0,0.05,1,1,1,4,1,0.66,0.33,957.7166273554,961.4032281588001,962.9612542361999,982.4450266008,986.243801525,997.6638368606,994.0817095024,984.8782414126001,977.0167767444,983.8528095374,977.9199578128,931.682027394,False,0.021095311369072414
446,10,0.01,10,3600,1.0,0.05,1,1,1,4,1,0.66,0.33,980.0482749253999,980.4376182478,984.851240706,991.0909498397999,994.2626889200001,995.7337023128,1001.0004749922,1006.1215813184001,1005.8501089206,991.325976789,992.0572210082,981.30006968,False,0.01225342300991673
447,10,0.01,10,3600,0.0,0.05,1,1,1,4,2,0.66,0.33,961.0656039136,964.1365354254,970.3082352601999,968.7253102072,973.8210649876,984.6924126567999,982.5629751528,983.323541685,986.9620637722,990.0236226434001,997.0079761252,982.954351472,False,0.037398458612229436
448,10,0.01,10,3600,1.0,0.05,1,1,1,4,2,0.66,0.33,961.0656039136,963.887864377,968.0259015792001,969.7778507184,995.8060076154001,996.3366483622,988.0354718038,983.4042965532001,977.4426235335999,978.3789619172,967.9916597668,942.765685504,False,0.007206642111627088
449,10,0.01,10,3600,0.0,0.05,1,1,1,4,10,0.66,0.33,965.888061409,961.5949236294,971.1117407842,980.967718312,987.4591120769999,995.4286087512,997.5156303422,998.0773331370001,1005.3010660140001,1009.7478253830001,1018.1675012292001,968.862585592,False,0.05412577493083087
450,10,0.01,10,3600,1.0,0.05,1,1,1,4,10,0.66,0.33,970.3373429984,966.2686440072,966.2069341877999,970.1968106502,984.7087683362,982.8575556766,972.9092296204001,976.1086743206,982.8018890458,975.8095122442,982.1460427202001,956.159705258,False,0.012169684911136647
451,10,0.01,10,3600,0.0,0.05,1,1,1,4,1,0.66,0.66,970.3373429984,971.7074429848001,973.1853907858,977.3303383862,982.5641562482,991.1025895462001,992.0358501824,994.1100213056,991.0379888158001,985.3548427386,987.3804547120001,968.51030344,False,0.01756410988052448
452,10,0.01,10,3600,1.0,0.05,1,1,1,4,1,0.66,0.66,961.0656039136,976.3302796024,969.8627059,979.9452637640001,982.111438067,978.8191687689999,986.8954439256,990.0540752338,999.8981780903999,998.002086101,999.73861186,955.112176438,False,0.040239717027555556
453,10,0.01,10,3600,0.0,0.05,1,1,1,4,2,0.66,0.66,961.0656039136,964.1365354254,970.3082352601999,968.7253102072,973.8210649876,984.6924126567999,982.5629751528,983.323541685,986.9620637722,990.0236226434001,997.0079761252,982.954351472,False,0.037398458612229436
454,10,0.01,10,3600,1.0,0.05,1,1,1,4,2,0.66,0.66,965.888061409,963.3220928267999,972.9051477144,982.0284583892001,977.7597658928,979.6356446072001,988.4477088246,999.1579723392,996.3864578444,989.186304446,987.1926949214,963.903000816,False,0.022057041973706133
455,10,0.01,10,3600,0.0,0.05,1,1,1,4,10,0.66,0.66,957.7166273554,955.6851251390001,969.4346705388,975.4472145133999,988.3257678348,1000.1512495978001,1007.8366647718,1001.760730321,998.3255292962,993.2272631046001,991.6220006694,958.284362658,False,0.03540230204379448
456,10,0.01,10,3600,1.0,0.05,1,1,1,4,10,0.66,0.66,957.7166273554,955.6594600978,968.0939322292,978.9372576992,976.0696392555999,978.4505787976001,989.1471797931999,984.6797273614,989.9716599288,987.2784232182,991.3946866098,972.241979636,False,0.035164952024898326
457,10,0.01,10,3600,0.0,0.05,1,2,1,4,1,0.33,0.33,971.9942776136,975.0187288499999,978.5305136929999,989.4067354737999,988.1145400968,981.4256376284,979.1572398103999,976.3168029906001,968.1659090936,973.5337060723999,969.1447916146001,952.401678232,True,-0.0029315872167436073
458,10,0.01,10,3600,1.0,0.05,1,2,1,4,1,0.33,0.33,967.492630554,970.7807212346,978.6586720014,981.1582763536001,987.2546513028001,986.5714654596001,983.7350948323999,977.7732545938001,976.1001144138002,974.6342943719999,979.6381118318001,966.053519818,False,0.012553564641464383
459,10,0.01,10,3600,0.0,0.05,1,2,1,4,2,0.33,0.33,968.1175638651999,968.6268808734,967.0841949276,964.7517163934001,967.9144089846001,975.7655337138,979.2117164586,986.0850680138001,984.6533494986,980.2004560052001,986.940849007,958.830315546,False,0.019443181122185484
460,10,0.01,10,3600,1.0,0.05,1,2,1,4,2,0.33,0.33,968.1175638651999,968.472664779,965.1404548978,965.8631109841999,966.4662696968,973.2062240335999,992.6109061249999,990.7077363648001,981.3925661562,980.2862353124001,987.0097211946,954.465703784,False,0.019514321436307127
461,10,0.01,10,3600,0.0,0.05,1,2,1,4,10,0.33,0.33,967.492630554,970.8774123134001,969.0618613557999,968.3151801962,974.1437767887999,983.054082978,983.9115080285999,980.1588924596001,971.9655417864,973.0216554298,972.2817103773999,951.449301908,False,0.00494999100991354
462,10,0.01,10,3600,1.0,0.05,1,2,1,4,10,0.33,0.33,963.3543285747999,958.818463097,972.193375346,982.9856987777999,982.4878093384001,980.7126005522001,988.2115102527999,998.0365187442,991.4531773962001,988.7571597122,988.425666313,965.781589918,False,0.026025042909487928
463,10,0.01,10,3600,0.0,0.05,1,2,1,4,1,0.33,0.66,966.3101829323999,968.1901653360001,973.4439174441999,977.5570451460001,978.9646035288,980.7906495874,994.1758156856,984.4013215448,990.5533202794,981.4274448394001,991.8911806374001,968.402982086,False,0.026472863638227595
464,10,0.01,10,3600,1.0,0.05,1,2,1,4,1,0.33,0.66,967.492630554,970.7807212346,978.6586720014,981.1582763536001,987.2546513028001,986.5714654596001,983.7350948323999,977.7732545938001,976.1001144138002,974.6342943719999,979.6381118318001,966.053519818,False,0.012553564641464383
465,10,0.01,10,3600,0.0,0.05,1,2,1,4,2,0.33,0.66,967.492630554,965.1307999196,969.2478613597999,973.7197557932001,983.0803267668,970.1012373034,981.2223916904001,992.7331067374,1004.5906710412,1010.5052990702001,1010.4856601596,990.343919168,False,0.04443757838339458
466,10,0.01,10,3600,1.0,0.05,1,2,1,4,2,0.33,0.66,971.9942776136,968.4918429212,969.5542994902,975.6214247954,976.2869346132,982.7100672557999,971.4515843470001,978.0506630543999,977.1310482554,975.6829684279999,973.7845868627999,959.648362306,False,0.001841892787265492
467,10,0.01,10,3600,0.0,0.05,1,2,1,4,10,0.33,0.66,963.3543285747999,958.7711321718,971.3792973038001,977.844732734,977.1672758432,990.4705718294001,994.9904944214001,999.0523602848,993.3804395564,989.26533041,994.3181618364,963.394118328,False,0.032141686961025526
468,10,0.01,10,3600,1.0,0.05,1,2,1,4,10,0.33,0.66,971.9942776136,970.4193391688001,966.202806604,971.6451630396001,971.7499826682,974.9613856398,975.135661866,984.0481826458001,987.2626082532,975.3385715214001,971.6632942297999,939.402903614,True,-0.00034051988928652285
469,10,0.01,10,3600,0.0,0.05,1,2,1,4,1,0.66,0.33,968.1175638651999,967.1298487402,966.9938859968,984.2478608253999,977.2998807390001,991.8399045166,1011.173570446,1007.9102366552,1011.0184271934,1001.4347114422001,994.887122378,954.906904698,False,0.027651144356810153
470,10,0.01,10,3600,1.0,0.05,1,2,1,4,1,0.66,0.33,967.492630554,970.7807212346,978.6586720014,981.1582763536001,987.2546513028001,986.5714654596001,983.7350948323999,977.7732545938001,976.1001144138002,974.6342943719999,979.6381118318001,966.053519818,False,0.012553564641464383
471,10,0.01,10,3600,0.0,0.05,1,2,1,4,2,0.66,0.33,968.1175638651999,968.6268808734,967.0841949276,964.7517163934001,967.9144089846001,975.7655337138,979.2117164586,986.0850680138001,984.6533494986,980.2004560052001,986.940849007,958.830315546,False,0.019443181122185484
472,10,0.01,10,3600,1.0,0.05,1,2,1,4,2,0.66,0.33,967.492630554,965.0360169576,969.6910985842,972.9960213861999,968.9152259758,984.364191731,1002.0321391138001,998.3567665070001,998.4590329914001,1007.6783213954001,1013.4154315268,974.888463312,False,0.04746578890890773
473,10,0.01,10,3600,0.0,0.05,1,2,1,4,10,0.66,0.33,966.3101829323999,971.049465888,970.3849862069999,980.3200502153999,994.6738219204001,988.3299373854,990.5314469545999,991.645746422,990.2110316978,994.4068120202,999.6288436036,983.874171134,False,0.03448029551969539
474,10,0.01,10,3600,1.0,0.05,1,2,1,4,10,0.66,0.33,971.9942776136,970.4193391688001,966.202806604,971.6451630396001,971.7499826682,974.9613856398,975.135661866,984.0481826458001,987.2626082532,975.3385715214001,971.6632942297999,939.402903614,True,-0.00034051988928652285
475,10,0.01,10,3600,0.0,0.05,1,2,1,4,1,0.66,0.66,967.492630554,970.6943772314,978.7825436384,987.7285166457999,975.5833754316,988.6810468502001,991.6583115679999,991.9021663906,992.7588925489999,987.0922167314,991.8735878391999,977.425791424,False,0.025200147799822516
476,10,0.01,10,3600,1.0,0.05,1,2,1,4,1,0.66,0.66,967.492630554,970.7807212346,978.6586720014,981.1582763536001,987.2546513028001,986.5714654596001,983.7350948323999,977.7732545938001,976.1001144138002,974.6342943719999,979.6381118318001,966.053519818,False,0.012553564641464383
477,10,0.01,10,3600,0.0,0.05,1,2,1,4,2,0.66,0.66,963.3543285747999,966.2644708240001,971.2516129782,970.9734477648001,973.7497156998,983.5317226412001,989.2967892566,984.008192686,972.6162865501999,977.7386665644001,980.3453607488,962.929785894,False,0.01763736526635728
478,10,0.01,10,3600,1.0,0.05,1,2,1,4,2,0.66,0.66,968.1175638651999,968.472664779,965.1404548978,965.8631109841999,966.4662696968,973.2062240335999,992.6109061249999,990.7077363648001,981.3925661562,980.2862353124001,987.0097211946,954.465703784,False,0.019514321436307127
479,10,0.01,10,3600,0.0,0.05,1,2,1,4,10,0.66,0.66,968.1175638651999,968.5012477328,966.7462231878001,981.7392215673999,985.3767655872,974.8789289406001,974.0172742968,983.995197403,994.1385493641999,992.2213430677999,990.0642894014,956.5348504359999,False,0.022669483909142106
480,10,0.01,10,3600,1.0,0.05,1,2,1,4,10,0.66,0.66,963.3543285747999,958.818463097,972.193375346,982.9856987777999,982.4878093384001,980.7126005522001,988.2115102527999,998.0365187442,991.4531773962001,988.7571597122,988.425666313,965.781589918,False,0.026025042909487928
481,10,0.01,10,3600,0.0,0.05,1,4,1,4,1,0.33,0.33,963.7549978102,958.2443752515999,969.6770478634,976.3737952092,989.96570066,986.8432504248,989.5144805665999,993.3640263584,1006.1241782714,999.8592213714,997.2207932072,964.494867824,False,0.03472438064968733
482,10,0.01,10,3600,1.0,0.05,1,4,1,4,1,0.33,0.33,957.615163015,962.5027311006,962.0242842574,966.8896213052,982.8816387548001,988.6102504172001,995.571937688,988.4852017577999,973.8630887073999,973.6525873708,974.7876969234,958.82295445,False,0.017932604423611193
483,10,0.01,10,3600,0.0,0.05,1,4,1,4,2,0.33,0.33,966.7952496493999,963.6516488949999,964.0601118545999,971.5887898519999,976.7405161626,979.8902485033999,986.8381881476,985.4796067539999,989.9020747012,984.8402700626,977.6672600559999,966.2211905300001,False,0.011245411487636746
484,10,0.01,10,3600,1.0,0.05,1,4,1,4,2,0.33,0.33,959.0971973168,960.229824844,951.173933249,964.4624936568,967.5787802248,966.6937389638,970.4942109322001,960.9951074156,962.0298004966,964.8507295568,968.7782609384,951.309813334,False,0.010093933804294278
485,10,0.01,10,3600,0.0,0.05,1,4,1,4,10,0.33,0.33,959.0971973168,965.2917437878001,979.9468295698,988.6788750616,989.0849806800001,988.225242803,986.5435373427999,991.808128179,994.1640908612001,986.8051639706,983.3667669136,967.857922876,False,0.025304598600326755
486,10,0.01,10,3600,1.0,0.05,1,4,1,4,10,0.33,0.33,963.7549978102,965.3395172936,971.0919662665999,980.2155956724,980.5920175796,1007.3849986655999,1001.7364167024,1002.5742595108001,1001.7710328442001,996.5314246186001,992.283284434,968.989520908,False,0.02960118151254278
487,10,0.01,10,3600,0.0,0.05,1,4,1,4,1,0.33,0.66,967.6408842694,969.992597527,969.367491929,976.8859620506,987.4845208419999,1000.1122260024,996.7342877684001,995.2198730738,991.4763639283999,1000.985777796,1002.3028257427999,968.442147434,False,0.03582107994493307
488,10,0.01,10,3600,1.0,0.05,1,4,1,4,1,0.33,0.66,963.7549978102,958.1506247466001,970.0638625304,978.9369665812001,974.3661687833999,978.351722189,973.2427960090001,977.8880800452,988.6114251746,993.2653378299999,989.1514051301999,961.54243657,False,0.02635151815316592
489,10,0.01,10,3600,0.0,0.05,1,4,1,4,2,0.33,0.66,963.7549978102,971.1406730676001,969.6898492788001,974.3802302603999,989.3369408552,1001.3836189678001,993.5708523084,990.5175859991999,982.2902034123999,978.8497258586,973.8802467972,952.639805584,False,0.010506040445970283
490,10,0.01,10,3600,1.0,0.05,1,4,1,4,2,0.33,0.66,957.615163015,964.7930708524,979.7489884877999,980.2048028482001,992.9050351644,994.4972517806,997.8143966719999,986.9171498984,993.8790558820001,983.7871293344,985.0472117584001,975.396816948,False,0.02864621384756662
491,10,0.01,10,3600,0.0,0.05,1,4,1,4,10,0.33,0.66,959.0971973168,965.2917437878001,979.9468295698,988.6788750616,989.0849806800001,988.225242803,986.5435373427999,991.808128179,994.1640908612001,986.8051639706,983.3667669136,967.857922876,False,0.025304598600326755
