Maquina,Start,End,Producto,Demanda,task_mode,paso,delta,Activity
MAQ119,99,110,SMOOTH ELASTIC(A),2,Harden[0.5] TM1,0,11,MAQ119|SMOOTH ELASTIC(A)|2|Harden[0.5] TM1|0
MAQ119,113,121,ESTORE RIBBON,1,Ironing TM3,1,8,MAQ119|ESTORE RIBBON|1|Ironing TM3|1
MAQ119,122,130,ELASTIC W/ INSCR,1,Ironing TM3,0,8,MAQ119|ELASTIC W/ INSCR|1|Ironing TM3|0
MAQ119,136,144,GORGORÃO RIBBON,5,Ironing TM3,0,8,MAQ119|GORGORÃO RIBBON|5|Ironing TM3|0
MAQ119,150,165,STRAP W/ STRIPES,6,Harden[1] TM1,0,15,MAQ119|STRAP W/ STRIPES|6|Harden[1] TM1|0
MAQ119,167,175,WOVEN LABEL OURELA CUT,1,Ironing TM3,1,8,MAQ119|WOVEN LABEL OURELA CUT|1|Ironing TM3|1
MAQ119,176,191,STRAP W/ STRIPES,3,Harden[1] TM1,1,15,MAQ119|STRAP W/ STRIPES|3|Harden[1] TM1|1
MAQ119,194,205,SMOOTH ELASTIC(A),4,Harden[0.5] TM1,0,11,MAQ119|SMOOTH ELASTIC(A)|4|Harden[0.5] TM1|0
MAQ119,206,221,STRAP W/ STRIPES,1,Harden[1] TM1,0,15,MAQ119|STRAP W/ STRIPES|1|Harden[1] TM1|0
MAQ119,223,247,ROK ELASTIC,1,Harden[1.5] TM1,1,24,MAQ119|ROK ELASTIC|1|Harden[1.5] TM1|1
MAQ119,249,264,TAFFETA EMBLEM,3,Harden[1] TM1,0,15,MAQ119|TAFFETA EMBLEM|3|Harden[1] TM1|0
MAQ119,266,281,STRAP W/ STRIPES,0,Harden[1] TM1,0,15,MAQ119|STRAP W/ STRIPES|0|Harden[1] TM1|0
MAQ119,282,290,ESTORE RIBBON,4,Ironing TM3,0,8,MAQ119|ESTORE RIBBON|4|Ironing TM3|0
MAQ119,291,306,TAFFETA EMBLEM,4,Harden[1] TM1,0,15,MAQ119|TAFFETA EMBLEM|4|Harden[1] TM1|0
MAQ119,307,322,TAFFETA EMBLEM,0,Harden[1] TM1,0,15,MAQ119|TAFFETA EMBLEM|0|Harden[1] TM1|0
MAQ119,324,339,TAFFETA EMBLEM,9,Harden[1] TM1,0,15,MAQ119|TAFFETA EMBLEM|9|Harden[1] TM1|0
MAQ119,342,357,TAFFETA EMBLEM,5,Harden[1] TM1,0,15,MAQ119|TAFFETA EMBLEM|5|Harden[1] TM1|0
MAQ119,358,366,ESTORE RIBBON,0,Ironing TM3,2,8,MAQ119|ESTORE RIBBON|0|Ironing TM3|2
MAQ119,369,377,ESTORE RIBBON,5,Ironing TM3,0,8,MAQ119|ESTORE RIBBON|5|Ironing TM3|0
MAQ119,385,393,WOVEN LABEL OURELA CUT,0,Ironing TM3,2,8,MAQ119|WOVEN LABEL OURELA CUT|0|Ironing TM3|2
MAQ119,394,405,WOVEN LABEL OURELA CUT,0,Harden[0.5] TM1,3,11,MAQ119|WOVEN LABEL OURELA CUT|0|Harden[0.5] TM1|3
MAQ119,406,421,TAFFETA EMBLEM,7,Harden[1] TM1,0,15,MAQ119|TAFFETA EMBLEM|7|Harden[1] TM1|0
MAQ119,422,430,ESTORE RIBBON,4,Ironing TM3,1,8,MAQ119|ESTORE RIBBON|4|Ironing TM3|1
MAQ119,431,439,GORGORÃO RIBBON,10,Ironing TM3,0,8,MAQ119|GORGORÃO RIBBON|10|Ironing TM3|0
MAQ119,440,455,WOVEN LABEL OURELA CUT,1,Harden[1] TM1,4,15,MAQ119|WOVEN LABEL OURELA CUT|1|Harden[1] TM1|4
MAQ119,456,471,WOVEN LABEL OURELA FABRIC,8,Harden[1] TM1,1,15,MAQ119|WOVEN LABEL OURELA FABRIC|8|Harden[1] TM1|1
MAQ119,472,483,ELASTIC W/ INSCR,2,Harden[0.5] TM1,3,11,MAQ119|ELASTIC W/ INSCR|2|Harden[0.5] TM1|3
MAQ119,484,499,WOVEN LABEL OURELA FABRIC,1,Harden[1] TM1,1,15,MAQ119|WOVEN LABEL OURELA FABRIC|1|Harden[1] TM1|1
MAQ119,500,515,STRAP W/ STRIPES,7,Harden[1] TM1,1,15,MAQ119|STRAP W/ STRIPES|7|Harden[1] TM1|1
MAQ119,517,532,WOVEN LABEL OURELA FABRIC,9,Harden[1] TM1,1,15,MAQ119|WOVEN LABEL OURELA FABRIC|9|Harden[1] TM1|1
MAQ119,534,549,WOVEN LABEL OURELA FABRIC,10,Harden[1] TM1,1,15,MAQ119|WOVEN LABEL OURELA FABRIC|10|Harden[1] TM1|1
MAQ119,550,565,STRAP W/ STRIPES,0,Harden[1] TM1,1,15,MAQ119|STRAP W/ STRIPES|0|Harden[1] TM1|1
MAQ119,566,574,WOVEN LABEL OURELA CUT,4,Ironing TM3,0,8,MAQ119|WOVEN LABEL OURELA CUT|4|Ironing TM3|0
MAQ119,581,592,WOVEN LABEL OURELA FABRIC,8,Harden[0.5] TM1,3,11,MAQ119|WOVEN LABEL OURELA FABRIC|8|Harden[0.5] TM1|3
MAQ119,597,612,WOVEN LABEL OURELA CUT,2,Harden[1] TM1,4,15,MAQ119|WOVEN LABEL OURELA CUT|2|Harden[1] TM1|4
MAQ119,613,628,STRAP W/ STRIPES,8,Harden[1] TM1,0,15,MAQ119|STRAP W/ STRIPES|8|Harden[1] TM1|0
MAQ119,630,645,WOVEN LABEL OURELA CUT,2,Harden[1] TM1,5,15,MAQ119|WOVEN LABEL OURELA CUT|2|Harden[1] TM1|5
MAQ119,646,670,WOVEN LABEL OURELA CUT,2,Harden[1.5] TM1,6,24,MAQ119|WOVEN LABEL OURELA CUT|2|Harden[1.5] TM1|6
MAQ119,671,686,WOVEN LABEL OURELA CUT,4,Harden[1] TM1,4,15,MAQ119|WOVEN LABEL OURELA CUT|4|Harden[1] TM1|4
MAQ119,687,711,WOVEN LABEL OURELA CUT,3,Harden[1.5] TM1,6,24,MAQ119|WOVEN LABEL OURELA CUT|3|Harden[1.5] TM1|6
MAQ119,712,727,WOVEN LABEL OURELA FABRIC,3,Harden[1] TM1,2,15,MAQ119|WOVEN LABEL OURELA FABRIC|3|Harden[1] TM1|2
MAQ119,729,740,WOVEN LABEL OURELA FABRIC,3,Harden[0.5] TM1,3,11,MAQ119|WOVEN LABEL OURELA FABRIC|3|Harden[0.5] TM1|3
MAQ119,741,756,WOVEN LABEL OURELA FABRIC,7,Harden[1] TM1,1,15,MAQ119|WOVEN LABEL OURELA FABRIC|7|Harden[1] TM1|1
MAQ119,757,768,WOVEN LABEL OURELA FABRIC,4,Harden[0.5] TM1,3,11,MAQ119|WOVEN LABEL OURELA FABRIC|4|Harden[0.5] TM1|3
MAQ119,770,785,WOVEN LABEL OURELA FABRIC,0,Harden[1] TM1,1,15,MAQ119|WOVEN LABEL OURELA FABRIC|0|Harden[1] TM1|1
MAQ119,788,803,WOVEN LABEL OURELA FABRIC,11,Harden[1] TM1,1,15,MAQ119|WOVEN LABEL OURELA FABRIC|11|Harden[1] TM1|1
MAQ119,804,819,WOVEN LABEL OURELA FABRIC,11,Harden[1] TM1,2,15,MAQ119|WOVEN LABEL OURELA FABRIC|11|Harden[1] TM1|2
MAQ119,820,831,WOVEN LABEL OURELA FABRIC,11,Harden[0.5] TM1,3,11,MAQ119|WOVEN LABEL OURELA FABRIC|11|Harden[0.5] TM1|3
MAQ120,1,4,PRINTED RIBBON,8,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON|8|Sublimation TM3|0
MAQ120,5,13,ELASTIC W/ INSCR,2,Ironing TM1,0,8,MAQ120|ELASTIC W/ INSCR|2|Ironing TM1|0
MAQ120,14,22,ESTORE RIBBON,1,Ironing TM1,0,8,MAQ120|ESTORE RIBBON|1|Ironing TM1|0
MAQ120,23,31,WOVEN LABEL OURELA FABRIC,3,Ironing TM1,0,8,MAQ120|WOVEN LABEL OURELA FABRIC|3|Ironing TM1|0
MAQ120,32,38,BRAIDED ELASTIC,0,Anti-Shrinkage TM2,0,6,MAQ120|BRAIDED ELASTIC|0|Anti-Shrinkage TM2|0
MAQ120,39,45,BRAIDED ELASTIC,4,Anti-Shrinkage TM2,0,6,MAQ120|BRAIDED ELASTIC|4|Anti-Shrinkage TM2|0
MAQ120,46,49,PRINTED RIBBON  PES,4,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON  PES|4|Sublimation TM3|0
MAQ120,50,58,GORGORÃO RIBBON,11,Ironing TM1,0,8,MAQ120|GORGORÃO RIBBON|11|Ironing TM1|0
MAQ120,60,63,PRINTED RIBBON,0,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON|0|Sublimation TM3|0
MAQ120,64,72,SMOOTH STRAP(A),0,Ironing TM1,0,8,MAQ120|SMOOTH STRAP(A)|0|Ironing TM1|0
MAQ120,73,81,SMOOTH STRAP(A),1,Ironing TM1,0,8,MAQ120|SMOOTH STRAP(A)|1|Ironing TM1|0
MAQ120,82,90,SMOOTH STRAP(A),2,Ironing TM1,0,8,MAQ120|SMOOTH STRAP(A)|2|Ironing TM1|0
MAQ120,91,99,WOVEN LABEL OURELA FABRIC,0,Ironing TM1,0,8,MAQ120|WOVEN LABEL OURELA FABRIC|0|Ironing TM1|0
MAQ120,100,106,BRAIDED ELASTIC,1,Anti-Shrinkage TM2,0,6,MAQ120|BRAIDED ELASTIC|1|Anti-Shrinkage TM2|0
MAQ120,108,116,GORGORÃO RIBBON,8,Ironing TM1,0,8,MAQ120|GORGORÃO RIBBON|8|Ironing TM1|0
MAQ120,117,123,BRAIDED ELASTIC,3,Anti-Shrinkage TM2,0,6,MAQ120|BRAIDED ELASTIC|3|Anti-Shrinkage TM2|0
MAQ120,125,131,BRAIDED ELASTIC,2,Anti-Shrinkage TM2,0,6,MAQ120|BRAIDED ELASTIC|2|Anti-Shrinkage TM2|0
MAQ120,132,140,WOVEN LABEL OURELA CUT,2,Ironing TM1,1,8,MAQ120|WOVEN LABEL OURELA CUT|2|Ironing TM1|1
MAQ120,141,144,PRINTED RIBBON,13,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON|13|Sublimation TM3|0
MAQ120,145,153,WOVEN LABEL OURELA FABRIC,4,Ironing TM1,0,8,MAQ120|WOVEN LABEL OURELA FABRIC|4|Ironing TM1|0
MAQ120,154,160,ELASTIC W/ INSCR,0,Anti-Shrinkage TM2,1,6,MAQ120|ELASTIC W/ INSCR|0|Anti-Shrinkage TM2|1
MAQ120,161,169,GORGORÃO RIBBON W/ INSCR,0,Ironing TM1,0,8,MAQ120|GORGORÃO RIBBON W/ INSCR|0|Ironing TM1|0
MAQ120,170,178,ESTORE RIBBON,0,Ironing TM1,1,8,MAQ120|ESTORE RIBBON|0|Ironing TM1|1
MAQ120,180,188,WOVEN LABEL OURELA FABRIC,6,Ironing TM1,0,8,MAQ120|WOVEN LABEL OURELA FABRIC|6|Ironing TM1|0
MAQ120,189,192,PRINTED RIBBON,4,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON|4|Sublimation TM3|0
MAQ120,193,199,BRAIDED ELASTIC,8,Anti-Shrinkage TM2,0,6,MAQ120|BRAIDED ELASTIC|8|Anti-Shrinkage TM2|0
MAQ120,200,206,ELASTIC W/ INSCR,0,Anti-Shrinkage TM2,2,6,MAQ120|ELASTIC W/ INSCR|0|Anti-Shrinkage TM2|2
MAQ120,207,210,PRINTED RIBBON,12,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON|12|Sublimation TM3|0
MAQ120,211,217,STRAP W/ STRIPES,3,Anti-Shrinkage TM2,2,6,MAQ120|STRAP W/ STRIPES|3|Anti-Shrinkage TM2|2
MAQ120,220,223,PRINTED RIBBON,5,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON|5|Sublimation TM3|0
MAQ120,224,232,WOVEN LABEL OURELA CUT,1,Ironing TM1,2,8,MAQ120|WOVEN LABEL OURELA CUT|1|Ironing TM1|2
MAQ120,233,241,GORGORÃO RIBBON,4,Ironing TM1,0,8,MAQ120|GORGORÃO RIBBON|4|Ironing TM1|0
MAQ120,243,251,WOVEN LABEL OURELA FABRIC,9,Ironing TM1,0,8,MAQ120|WOVEN LABEL OURELA FABRIC|9|Ironing TM1|0
MAQ120,252,260,ESTORE RIBBON,3,Ironing TM1,0,8,MAQ120|ESTORE RIBBON|3|Ironing TM1|0
MAQ120,264,267,PRINTED RIBBON,16,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON|16|Sublimation TM3|0
MAQ120,268,276,WOVEN LABEL OURELA FABRIC,1,Ironing TM1,0,8,MAQ120|WOVEN LABEL OURELA FABRIC|1|Ironing TM1|0
MAQ120,278,286,WOVEN LABEL OURELA FABRIC,11,Ironing TM1,0,8,MAQ120|WOVEN LABEL OURELA FABRIC|11|Ironing TM1|0
MAQ120,287,293,ELASTIC W/ INSCR,1,Anti-Shrinkage TM2,1,6,MAQ120|ELASTIC W/ INSCR|1|Anti-Shrinkage TM2|1
MAQ120,294,302,GORGORÃO RIBBON,3,Ironing TM1,0,8,MAQ120|GORGORÃO RIBBON|3|Ironing TM1|0
MAQ120,303,311,ESTORE RIBBON,2,Ironing TM1,0,8,MAQ120|ESTORE RIBBON|2|Ironing TM1|0
MAQ120,312,318,ELASTIC W/ INSCR,1,Anti-Shrinkage TM2,2,6,MAQ120|ELASTIC W/ INSCR|1|Anti-Shrinkage TM2|2
MAQ120,319,322,PRINTED RIBBON,18,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON|18|Sublimation TM3|0
MAQ120,323,329,STRAP W/ STRIPES,4,Anti-Shrinkage TM2,2,6,MAQ120|STRAP W/ STRIPES|4|Anti-Shrinkage TM2|2
MAQ120,330,333,PRINTED RIBBON  PES,3,Sublimation TM3,0,3,MAQ120|PRINTED RIBBON  PES|3|Sublimation TM3|0
MAQ120,335,341,PRINTED RIBBON,18,Anti-Shrinkage TM2,1,6,MAQ120|PRINTED RIBBON|18|Anti-Shrinkage TM2|1
MAQ120,342,348,ELASTIC W/ INSCR,2,Anti-Shrinkage TM2,1,6,MAQ120|ELASTIC W/ INSCR|2|Anti-Shrinkage TM2|1
MAQ120,349,357,GORGORÃO RIBBON,1,Ironing TM1,0,8,MAQ120|GORGORÃO RIBBON|1|Ironing TM1|0
